comments,likes,pos,neg,neu,num_tweets,com,pc
21,489,0.0794,0.075,0.8453999999999999,5,0.15439999999999998,0.03291358024691354
379,4917,0.05587499999999999,0.038974999999999996,0.9051500000000001,40,0.09484999999999999,0.013568904593639587
334,5103,0.08321153846153846,0.05259615384615384,0.864173076923077,52,0.1358076923076923,0.005698070374574456
307,4021,0.10586486486486486,0.037972972972972974,0.8561621621621619,37,0.14383783783783782,0.0251322451018232
381,5465,0.08968181818181818,0.04854545454545455,0.8617727272727275,44,0.13822727272727273,0.016601647160814872
408,4163,0.09932608695652176,0.06041304347826086,0.840282608695652,46,0.1597391304347826,0.038927591302512166
426,3694,0.08315384615384615,0.040249999999999994,0.8765576923076922,52,0.12340384615384614,-0.03170388251860794
355,4111,0.08691836734693875,0.05789795918367347,0.8552448979591836,49,0.14481632653061222,-0.00755515888665195
652,6532,0.0966808510638298,0.04923404255319149,0.8541276595744682,47,0.14591489361702129,0.06354609929078005
724,5484,0.09615384615384617,0.06276923076923077,0.8410769230769232,52,0.15892307692307694,-0.011639764448649953
392,5072,0.09688000000000002,0.06484,0.8382999999999999,50,0.16172000000000003,-0.021254907882814814
559,4962,0.09971153846153843,0.0721346153846154,0.8281346153846154,52,0.17184615384615382,0.03997974683544297
380,4571,0.08844897959183674,0.04887755102040815,0.8626734693877551,49,0.1373265306122449,0.005693347254782104
441,6209,0.07697826086956523,0.061565217391304355,0.8614565217391305,46,0.1385434782608696,0.03196605374823197
590,5501,0.09100000000000001,0.07124444444444446,0.8376888888888888,45,0.16224444444444447,-0.004074210075364091
440,5300,0.0851063829787234,0.06317021276595744,0.8517021276595745,47,0.14827659574468083,0.014089499335401006
288,3919,0.07173469387755102,0.0579795918367347,0.8703265306122452,49,0.12971428571428573,-0.01018172896623036
289,3965,0.08337777777777779,0.036,0.8806444444444443,45,0.11937777777777778,0.029576191442646574
244,3169,0.09063888888888888,0.07544444444444445,0.8339444444444445,36,0.16608333333333333,-0.0027968829706766863
508,5916,0.10737499999999998,0.07228571428571429,0.8203928571428571,56,0.17966071428571428,0.009206343691917421
251,2486,0.0913863636363636,0.037068181818181827,0.8714999999999999,44,0.12845454545454543,0.013266500110686029
586,10108,0.1345098039215686,0.04654901960784314,0.8189803921568628,51,0.18105882352941174,0.016515625000000034
618,7693,0.105,0.045942307692307685,0.8490384615384615,52,0.15094230769230768,0.15780255013433478
455,4627,0.09967857142857146,0.04630357142857142,0.8540535714285713,56,0.1459821428571429,0.004643471957959552
1167,13111,0.07921428571428572,0.07423214285714287,0.8465892857142856,56,0.1534464285714286,-0.10757233437796074
388,4561,0.09830909090909089,0.04445454545454547,0.8572181818181821,55,0.14276363636363637,0.0700651503028917
451,5395,0.09151666666666666,0.04016666666666667,0.8683333333333334,60,0.13168333333333332,0.02398193142153166
331,4355,0.12111999999999995,0.03734,0.84158,50,0.15845999999999993,-0.0359
203,3142,0.0901842105263158,0.0606578947368421,0.8491052631578947,38,0.1508421052631579,0.007271166378334753
317,3764,0.08545833333333336,0.05545833333333333,0.8590208333333335,48,0.1409166666666667,-0.013601244423875542
400,5367,0.09366666666666666,0.04742105263157896,0.8589122807017545,57,0.14108771929824562,0.08379165318667109
220,3084,0.0929591836734694,0.06746938775510206,0.8396326530612246,49,0.16042857142857148,0.016272452427529865
354,4221,0.09871428571428573,0.033448979591836736,0.8679183673469387,49,0.13216326530612246,0.019961977186311868
433,6712,0.07736,0.07218000000000001,0.8504399999999995,50,0.14954,-0.0065836491608011905
286,3652,0.08232075471698115,0.04156603773584906,0.8760754716981133,53,0.12388679245283021,-0.013750753879050285
258,2941,0.08152830188679244,0.06160377358490565,0.8568301886792453,53,0.1431320754716981,-0.006593309665042217
235,3633,0.09997674418604652,0.03927906976744186,0.8606976744186046,43,0.13925581395348838,-0.006209773539928495
276,4245,0.08922000000000001,0.08225999999999999,0.8285399999999999,50,0.17148,-0.057820965842167324
195,2012,0.0919047619047619,0.05828571428571429,0.8498095238095238,42,0.1501904761904762,-0.00472843450479239
660,6633,0.08401754385964914,0.07714035087719298,0.8388421052631577,57,0.1611578947368421,-0.06986301369863006
419,5094,0.09855102040816326,0.03936734693877551,0.8620816326530615,49,0.13791836734693877,0.060806733365094616
253,2468,0.08945454545454544,0.05434090909090909,0.856159090909091,44,0.14379545454545453,0.045496724123386525
154,2370,0.09997560975609757,0.035756097560975614,0.8642439024390244,41,0.13573170731707318,-0.0739006211180124
223,2635,0.09421153846153844,0.060519230769230756,0.8453269230769233,52,0.1547307692307692,-0.018928334645573947
263,3369,0.09415384615384619,0.06146153846153846,0.8443269230769227,52,0.15561538461538466,0.0010638738825869845
163,2865,0.10523529411764704,0.07309803921568628,0.8216862745098041,51,0.17833333333333332,0.019530321563353256
366,5439,0.07494117647058823,0.07721568627450981,0.8478431372549021,51,0.15215686274509804,0.004311270420720456
514,13968,0.078375,0.061645833333333344,0.8599583333333335,48,0.14002083333333334,-0.0213821027250807
204,3191,0.08259574468085108,0.0486595744680851,0.8687234042553189,47,0.13125531914893618,-0.009325210871602534
400,5298,0.1019298245614035,0.04356140350877193,0.8545087719298247,57,0.14549122807017542,-0.03501523524247274
475,3985,0.10093548387096775,0.06211290322580645,0.8369354838709676,62,0.1630483870967742,-0.08131092436974792
438,4984,0.10632142857142858,0.05530357142857143,0.8383214285714287,56,0.16162500000000002,-0.05203306925779481
358,5330,0.09816363636363634,0.06860000000000002,0.8332363636363636,55,0.16676363636363636,-0.022294947842094376
455,4980,0.10976363636363637,0.057290909090909094,0.8329636363636365,55,0.16705454545454546,-0.07141388174807195
232,3551,0.05067924528301887,0.06577358490566038,0.8835094339622641,53,0.11645283018867925,0.141295500097412
492,7702,0.10306896551724136,0.05089655172413792,0.8460862068965519,58,0.15396551724137927,-0.024349612049292563
176,2380,0.08188372093023255,0.06362790697674418,0.8544883720930234,43,0.14551162790697675,0.0015913284132841933
303,3196,0.10375925925925927,0.03768518518518518,0.858611111111111,54,0.14144444444444446,0.058034778965011594
474,3943,0.09888333333333334,0.061366666666666674,0.8397666666666663,60,0.16025,-0.011004126547455322
375,3756,0.11080769230769232,0.06719230769230769,0.8219615384615383,52,0.178,-0.03513034582290497
230,2256,0.08914000000000001,0.06716000000000001,0.8437200000000001,50,0.15630000000000002,0.018534653465346534
133,1484,0.1095,0.05489583333333334,0.835625,48,0.16439583333333335,-0.015933053737310438
246,2895,0.09530769230769233,0.05432692307692307,0.8504038461538462,52,0.1496346153846154,0.04538653366583539
356,3341,0.08786956521739128,0.05071739130434783,0.8614130434782609,46,0.1385869565217391,-0.04452380952380952
379,5928,0.07896153846153847,0.06607692307692309,0.8549423076923077,52,0.14503846153846156,-0.05521485146456559
286,3053,0.11986440677966101,0.05727118644067797,0.822813559322034,59,0.17713559322033898,-0.05788027477919539
158,3230,0.07136363636363638,0.05352272727272727,0.8750681818181818,44,0.12488636363636366,0.009859154929577561
297,2912,0.07813207547169812,0.07203773584905662,0.8498113207547172,53,0.15016981132075474,0.0008256880733945267
197,2729,0.11274418604651162,0.06434883720930232,0.8230000000000003,43,0.17709302325581394,-0.00967159870083005
284,3387,0.0889387755102041,0.058530612244897966,0.852530612244898,49,0.14746938775510207,0.019409703072461596
437,5836,0.12079310344827582,0.042948275862068966,0.8362931034482759,58,0.16374137931034477,0.10300596448420768
479,4029,0.11393103448275863,0.04987931034482759,0.8362068965517238,58,0.16381034482758622,0.01562298811107771
345,4240,0.10081818181818186,0.07425000000000001,0.8249545454545455,44,0.17506818181818187,-0.016401617250673836
388,2761,0.09303703703703704,0.09470370370370368,0.8122777777777779,54,0.1877407407407407,0.03943147264764134
303,2360,0.09558333333333334,0.048374999999999994,0.8560208333333333,48,0.14395833333333333,-0.02381260682653958
287,5256,0.08577083333333331,0.057291666666666664,0.8569374999999998,48,0.14306249999999998,0.018643373822847
346,4331,0.11360784313725492,0.06141176470588235,0.825019607843137,51,0.17501960784313728,-0.059442283460253154
289,3248,0.1046981132075472,0.06043396226415094,0.8348113207547171,53,0.16513207547169814,0.03995852154890767
231,2681,0.0984,0.032377777777777776,0.8691777777777779,45,0.13077777777777777,-0.030195162177020375
217,2562,0.09344444444444447,0.036074074074074085,0.8704444444444446,54,0.12951851851851856,0.020174167499050343
331,4450,0.12864,0.04804,0.8232999999999998,50,0.17668,0.08288933176068661
488,4713,0.08869230769230768,0.07546153846153847,0.8358974358974359,39,0.16415384615384615,-0.033331657533557726
523,29879,0.08804761904761903,0.10482539682539678,0.807111111111111,63,0.1928730158730158,0.013085791665084806
432,4160,0.07726315789473684,0.07189473684210528,0.8508771929824561,57,0.1491578947368421,-0.08572364036062165
541,6380,0.12766666666666668,0.07603174603174603,0.7963015873015875,63,0.2036984126984127,-0.0710993377483443
349,4152,0.10317391304347825,0.0636086956521739,0.8332608695652174,46,0.16678260869565215,0.08586305278174046
384,4333,0.06647169811320755,0.042226415094339616,0.8912452830188677,53,0.10869811320754716,-0.027323718963268732
286,3861,0.10562264150943397,0.05928301886792454,0.8350754716981134,53,0.16490566037735852,0.007830006439149901
224,2947,0.07125581395348837,0.044348837209302334,0.8844418604651161,43,0.1156046511627907,0.003641229526125516
440,4464,0.10698214285714289,0.04283928571428571,0.850214285714286,56,0.1498214285714286,0.03231414641520841
384,4134,0.094375,0.06575000000000002,0.839875,56,0.16012500000000002,0.026286827491113367
391,3830,0.11652499999999999,0.063475,0.82,40,0.18,-0.02126964933494559
395,4751,0.07476595744680849,0.0531063829787234,0.8720851063829789,47,0.1278723404255319,-0.03638999549236742
288,3804,0.10208,0.045600000000000016,0.8523199999999999,50,0.14768000000000003,0.02991025641025639
359,4200,0.0905438596491228,0.05203508771929824,0.857438596491228,57,0.14257894736842103,0.011159612829759032
201,3576,0.07819512195121951,0.06346341463414634,0.8584146341463417,41,0.14165853658536587,-0.01709391384184211
355,7959,0.10262500000000002,0.043854166666666666,0.8535000000000003,48,0.1464791666666667,-0.008783443944207884
289,2560,0.08227272727272726,0.036931818181818184,0.8807954545454546,44,0.11920454545454545,-0.0060207190737355245
196,2246,0.0924782608695652,0.03828260869565218,0.8692608695652176,46,0.13076086956521737,0.014215686274509937
254,2107,0.07916666666666666,0.04711111111111111,0.8737407407407408,54,0.12627777777777777,-0.006439026288839047
110,1849,0.07363414634146342,0.04004878048780488,0.8862439024390245,41,0.11368292682926831,-0.018729778310365517
277,2902,0.10436956521739131,0.07019565217391305,0.8254999999999998,46,0.17456521739130437,-0.0007674877567429572
299,3172,0.10035416666666667,0.04866666666666667,0.8509583333333336,48,0.14902083333333335,-0.009465157158486018
375,5059,0.09606521739130434,0.04102173913043479,0.8629130434782608,46,0.13708695652173913,0.03245749613601236
158,2877,0.09738297872340425,0.03057446808510638,0.8720212765957447,47,0.12795744680851062,0.046736596736596796
263,2044,0.10135999999999999,0.04719999999999999,0.85146,50,0.14855999999999997,-0.01468648709064483
497,13367,0.06038,0.048580000000000005,0.89106,50,0.10896,-0.005810025672206359
403,5692,0.09415555555555556,0.027844444444444442,0.8780222222222219,45,0.122,-0.028655549062794952
162,2475,0.11265217391304347,0.04469565217391303,0.8426956521739133,46,0.1573478260869565,0.008908229290075599
361,4232,0.10033962264150945,0.03973584905660378,0.8598867924528301,53,0.14007547169811324,0.033645266594124035
493,3968,0.08728260869565217,0.024260869565217388,0.8884565217391305,46,0.11154347826086956,0.0007021201902106179
349,4206,0.09180434782608693,0.026456521739130438,0.8817608695652174,46,0.11826086956521736,0.03344154534822754
354,3832,0.0910555555555556,0.05075925925925926,0.8581481481481482,54,0.14181481481481487,-0.01753181175520087
409,4350,0.10173333333333333,0.050616666666666685,0.8476666666666666,60,0.15235,-0.04563265306122443
241,2625,0.14985999999999997,0.03124,0.81888,50,0.18109999999999996,0.07965874546464885
413,3308,0.09946666666666666,0.0396,0.8609555555555556,45,0.13906666666666667,-0.029371942481593204
258,3738,0.05739130434782609,0.04719565217391306,0.8953695652173915,46,0.10458695652173916,0.004130767128003171
237,3631,0.09402083333333333,0.036583333333333336,0.8693958333333334,48,0.13060416666666666,0.0009571286141575637
389,3761,0.11349999999999999,0.03622000000000001,0.8502799999999998,50,0.14972,-0.01173008945674285
167,1996,0.09143478260869564,0.06376086956521738,0.844891304347826,46,0.155195652173913,-0.005630281514075727
368,3052,0.10822916666666667,0.04239583333333333,0.8494375000000001,48,0.150625,0.0029032516418387795
334,3205,0.08665306122448979,0.06922448979591836,0.8441224489795919,49,0.15587755102040815,-0.033457062095744006
580,8186,0.1148974358974359,0.02707692307692307,0.8580769230769232,39,0.14197435897435898,0.03322958911000023
355,4909,0.10231372549019611,0.0495686274509804,0.848137254901961,51,0.15188235294117652,-0.03522386859406091
553,22437,0.12434615384615388,0.041403846153846166,0.8342499999999997,52,0.16575000000000006,0.041630117336250466
803,36351,0.0971176470588235,0.03150980392156863,0.8713333333333334,51,0.12862745098039213,0.07283656234475895
277,4137,0.09691489361702127,0.034957446808510644,0.8680851063829785,47,0.13187234042553192,0.033822714681440415
460,5527,0.12036206896551727,0.048344827586206895,0.8312758620689656,58,0.16870689655172416,-0.010495464518452995
579,4956,0.12226415094339622,0.03775471698113208,0.8399622641509433,53,0.1600188679245283,0.07432501233658907
656,5901,0.09356140350877194,0.05292982456140351,0.8535438596491226,57,0.14649122807017545,-0.010782841403264139
758,9134,0.08643396226415097,0.041132075471698115,0.8724150943396226,53,0.12756603773584907,-0.027843416370106806
502,4677,0.086921568627451,0.050215686274509806,0.8629019607843138,51,0.1371372549019608,-0.0019398850385472695
1099,17798,0.1044705882352941,0.040705882352941175,0.8548235294117645,51,0.1451764705882353,0.1064828080229227
827,8940,0.08385714285714284,0.05833928571428571,0.8577500000000001,56,0.14219642857142856,-0.09761301989150101
275,4173,0.08206122448979591,0.04914285714285715,0.8688163265306121,49,0.13120408163265307,-0.02519280205655519
577,4668,0.08396296296296296,0.05425925925925928,0.861740740740741,54,0.13822222222222225,0.0019507453013609055
485,5640,0.09001639344262292,0.042278688524590165,0.8676557377049179,61,0.1322950819672131,0.015895366784911484
719,13088,0.10247727272727275,0.05670454545454544,0.8407045454545456,44,0.1591818181818182,-0.008331956787472302
537,4559,0.09588,0.031740000000000004,0.8724600000000001,50,0.12762,0.08162553241914142
625,5160,0.08048076923076924,0.048153846153846165,0.8714230769230767,52,0.1286346153846154,-0.043642106675284814
482,9427,0.12101724137931037,0.03887931034482758,0.8400689655172416,58,0.15989655172413797,-0.004171357098186376
365,4930,0.09536206896551723,0.03920689655172414,0.865396551724138,58,0.13456896551724137,-0.09879984514130868
406,4884,0.08899999999999998,0.03487692307692308,0.8761692307692308,65,0.12387692307692307,0.0006991476048897221
327,4113,0.12103703703703701,0.02418518518518518,0.854777777777778,54,0.1452222222222222,0.07289198606271782
351,4911,0.06763265306122448,0.04544897959183674,0.8868979591836735,49,0.11308163265306123,-0.01829122340425535
299,3719,0.09024528301886794,0.03537735849056604,0.8743584905660378,53,0.12562264150943397,-0.0012591605596268686
389,3277,0.08518867924528299,0.03767924528301886,0.8770943396226415,53,0.12286792452830185,-0.00034274193548397943
332,4139,0.10016981132075473,0.05215094339622642,0.8476226415094342,53,0.15232075471698114,-0.055603960396039646
234,2341,0.09116666666666667,0.047518518518518515,0.8612777777777775,54,0.1386851851851852,0.02470328457079777
284,3736,0.076,0.057531914893617024,0.8665319148936169,47,0.13353191489361702,-0.005357823693487108
335,4274,0.10541304347826087,0.02743478260869565,0.8671521739130436,46,0.13284782608695653,-0.005338280899403191
451,5188,0.07544000000000001,0.06381999999999999,0.8607,50,0.13926,-0.0008384591133797952
382,5608,0.0788627450980392,0.060823529411764714,0.8603333333333333,51,0.13968627450980392,-0.031227638931216845
323,2516,0.12680434782608696,0.051586956521739134,0.8216521739130433,46,0.1783913043478261,-0.0203245856353592
568,10631,0.08953521126760561,0.0156056338028169,0.8948591549295773,71,0.10514084507042251,-0.015479942693409753
371,3813,0.09343396226415095,0.054113207547169806,0.8524528301886791,53,0.14754716981132077,0.057659863945578226
517,4809,0.09683333333333333,0.043250000000000004,0.8598541666666669,48,0.14008333333333334,0.006207324643078833
315,3728,0.11781481481481482,0.037851851851851845,0.8443148148148152,54,0.15566666666666668,-0.008576628087856367
529,5282,0.11592000000000001,0.03366,0.8504400000000003,50,0.14958000000000002,0.09459749552772811
492,5116,0.10406666666666663,0.033044444444444446,0.8628888888888887,45,0.13711111111111107,-0.006266489028378231
398,4166,0.103875,0.0250625,0.8710833333333333,48,0.12893749999999998,0.007254691689008089
961,5837,0.10014285714285716,0.027061224489795914,0.872795918367347,49,0.12720408163265307,0.07585936324354527
413,4566,0.10048148148148149,0.042851851851851856,0.8566666666666666,54,0.14333333333333334,0.0025528668401181135
250,3303,0.08695833333333335,0.06283333333333334,0.8501875,48,0.14979166666666668,-0.0527095507401442
699,6114,0.07579661016949153,0.038576271186440685,0.885576271186441,59,0.11437288135593221,0.024533011965223374
267,2605,0.10597727272727274,0.029909090909090906,0.8641363636363638,44,0.13588636363636364,0.04522815533980586
449,6198,0.11041999999999998,0.03908,0.85044,50,0.14949999999999997,0.026732891224787468
370,3627,0.1103921568627451,0.044450980392156864,0.8451568627450979,51,0.15484313725490195,-0.035605981386594154
610,7416,0.10576363636363637,0.03152727272727273,0.8626363636363634,55,0.1372909090909091,0.12080250106835198
670,6025,0.09234042553191488,0.05846808510638298,0.8491914893617021,47,0.15080851063829787,-0.05394909786115421
270,2894,0.0918604651162791,0.047116279069767446,0.8610465116279069,43,0.13897674418604655,-0.06601390425687385
526,5500,0.07721311475409837,0.045278688524590154,0.8774918032786885,61,0.12249180327868853,-0.0005647913955259146
1288,13021,0.11118032786885247,0.06155737704918032,0.8272786885245904,61,0.1727377049180328,0.03850450584642882
487,6512,0.07323214285714286,0.06787499999999999,0.8588928571428573,56,0.14110714285714285,-0.07244382022471915
386,4611,0.09918518518518518,0.0590740740740741,0.8417037037037036,54,0.15825925925925927,0.0271452607964104
324,4725,0.10465217391304345,0.0525,0.842826086956522,46,0.15715217391304345,-0.038502369177390555
559,6287,0.08781481481481482,0.04492592592592593,0.8672777777777779,54,0.13274074074074074,-0.024139917264491727
417,5120,0.14147058823529413,0.04562745098039216,0.8129019607843135,51,0.1870980392156863,0.10150938443365276
268,2340,0.1034,0.04653333333333333,0.8500666666666666,45,0.14993333333333334,0.030236393622869683
352,4149,0.09789583333333333,0.040999999999999995,0.8611249999999998,48,0.13889583333333333,0.004296724032100362
364,6215,0.08188679245283019,0.05084905660377358,0.8671886792452833,53,0.13273584905660377,0.018840230991337786
457,5088,0.11198305084745765,0.0411864406779661,0.8467627118644064,59,0.15316949152542375,-0.012925838281912802
525,5411,0.07453448275862071,0.05018965517241379,0.8752758620689656,58,0.1247241379310345,-0.008253702028115572
633,6733,0.07996825396825397,0.05761904761904761,0.8623809523809525,63,0.1375873015873016,-0.01250000000000001
571,8967,0.10741666666666667,0.07279166666666667,0.8198124999999998,48,0.18020833333333336,-0.06121038602033767
400,4700,0.0886851851851852,0.04840740740740742,0.8629444444444445,54,0.13709259259259263,0.06594282572842224
537,7286,0.09767272727272729,0.04621818181818182,0.8561272727272725,55,0.1438909090909091,0.03525046382189226
440,9397,0.0931923076923077,0.03428846153846154,0.8725961538461537,52,0.12748076923076923,-0.008054260279779605
616,3459,0.08938775510204079,0.026428571428571433,0.8841632653061227,49,0.11581632653061222,0.007379807692307676
260,3605,0.1028,0.029977777777777777,0.8672444444444445,45,0.13277777777777777,0.018252159878477163
498,6075,0.09700000000000003,0.023999999999999997,0.8790217391304348,46,0.12100000000000002,0.016789182321444857
715,16934,0.09719047619047622,0.04196825396825397,0.8608253968253969,63,0.13915873015873018,-0.014950520895132803
